period,respondent,respondent-name,type,type-name
2026-05-30T22,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-30T21,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-30T21,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-30T21,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-30T21,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-30T20,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-30T20,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-30T20,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-30T20,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-30T19,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-30T19,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-30T19,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-30T19,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-30T18,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-30T18,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-30T18,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-30T18,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-30T17,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-30T17,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-30T17,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-30T17,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-30T16,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-30T16,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-30T16,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-30T16,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-30T15,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-30T15,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-30T15,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-30T15,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-30T14,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-30T14,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-30T14,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-30T14,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-30T13,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-30T13,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-30T13,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-30T13,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-30T12,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-30T12,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-30T12,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-30T12,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-30T11,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-30T11,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-30T11,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-30T11,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-30T10,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-30T10,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-30T10,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-30T10,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-30T09,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-30T09,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-30T09,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-30T09,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-30T08,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-30T08,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-30T08,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-30T08,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-30T07,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-30T07,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-30T07,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-30T07,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-30T06,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-30T06,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-30T06,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-30T06,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-30T05,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-30T05,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-30T05,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-30T05,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-30T04,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-30T04,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-30T04,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-30T04,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-30T03,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-30T03,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-30T03,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-30T03,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-30T02,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-30T02,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-30T02,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-30T02,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-30T01,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-30T01,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-30T01,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-30T01,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-30T00,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-30T00,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-30T00,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-30T00,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-29T23,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-29T23,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-29T23,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-29T23,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-29T22,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-29T22,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-29T22,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-29T22,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-29T21,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-29T21,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-29T21,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-29T21,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-29T20,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-29T20,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-29T20,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-29T20,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-29T19,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-29T19,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-29T19,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-29T19,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-29T18,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-29T18,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-29T18,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-29T18,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-29T17,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-29T17,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-29T17,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-29T17,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-29T16,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-29T16,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-29T16,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-29T16,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-29T15,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-29T15,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-29T15,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-29T15,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-29T14,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-29T14,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-29T14,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-29T14,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-29T13,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-29T13,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-29T13,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-29T13,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-29T12,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-29T12,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-29T12,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-29T12,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-29T11,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-29T11,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-29T11,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-29T11,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-29T10,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-29T10,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-29T10,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-29T10,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-29T09,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-29T09,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-29T09,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-29T09,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-29T08,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-29T08,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-29T08,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-29T08,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-29T07,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-29T07,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-29T07,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-29T07,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-29T06,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-29T06,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-29T06,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-29T06,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-29T05,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-29T05,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-29T05,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-29T05,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-29T04,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-29T04,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-29T04,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-29T04,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-29T03,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-29T03,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-29T03,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-29T03,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-29T02,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-29T02,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-29T02,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-29T02,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-29T01,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-29T01,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-29T01,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-29T01,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-29T00,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-29T00,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-29T00,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-29T00,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-28T23,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-28T23,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-28T23,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-28T23,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-28T22,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-28T22,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-28T22,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-28T22,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-28T21,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-28T21,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-28T21,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-28T21,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-28T20,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-28T20,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-28T20,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-28T20,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-28T19,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-28T19,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-28T19,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-28T19,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-28T18,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-28T18,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-28T18,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-28T18,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-28T17,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-28T17,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-28T17,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-28T17,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-28T16,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-28T16,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
