period,respondent,respondent-name,type,type-name
2026-06-12T07,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-12T06,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-11T08,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-11T07,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-11T06,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-09T05,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-09T05,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-09T05,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-09T04,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-09T04,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-09T04,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-09T03,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-09T03,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-09T03,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-09T02,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-09T02,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-09T02,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-09T01,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-09T01,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-09T01,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-09T00,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-09T00,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-09T00,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-08T23,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-08T23,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-08T23,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-08T22,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-08T22,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-08T22,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-08T21,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-08T21,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-08T21,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-08T20,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-08T20,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-08T20,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-08T19,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-08T19,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-08T19,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-08T18,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-08T18,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-08T18,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-08T17,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-08T17,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-08T17,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-08T16,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-08T16,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-08T16,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-08T15,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-08T15,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-08T15,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-08T14,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-08T14,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-08T14,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-08T13,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-08T13,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-08T13,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-08T12,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-08T12,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-08T12,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-08T11,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-08T11,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-08T11,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-08T10,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-08T10,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-08T10,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-08T09,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-08T09,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-08T09,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-08T08,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-08T08,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-08T08,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-08T07,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-08T07,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-08T07,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-08T06,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-08T06,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-08T06,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-08T05,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-08T05,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-08T05,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-08T05,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-08T04,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-08T04,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-08T04,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-08T04,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-08T03,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-08T03,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-08T03,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-08T03,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-08T02,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-08T02,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-08T02,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-08T02,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-08T01,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-08T01,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-08T01,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-08T01,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-08T00,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-08T00,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-08T00,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-08T00,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-07T23,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-07T23,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-07T23,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-07T23,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-07T22,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-07T22,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-07T22,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-07T22,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-07T21,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-07T21,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-07T21,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-07T21,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-07T20,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-07T20,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-07T20,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-07T20,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-07T19,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-07T19,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-07T19,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-07T19,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-07T18,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-07T18,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-07T18,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-07T18,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-07T17,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-07T17,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-07T17,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-07T17,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-07T16,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-07T16,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-07T16,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-07T16,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-07T15,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-07T15,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-07T15,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-07T15,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-07T14,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-07T14,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-07T14,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-07T14,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-07T13,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-07T13,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-07T13,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-07T13,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-07T12,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-07T12,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-07T12,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-07T12,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-07T11,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-07T11,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-07T11,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-07T11,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-07T10,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-07T10,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-07T10,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-07T10,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-07T09,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-07T09,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-07T09,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-07T09,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-07T08,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-07T08,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-07T08,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-07T08,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-07T07,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-07T07,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-07T07,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-07T07,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-07T06,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-07T06,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-07T06,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-07T06,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-07T05,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-07T05,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-07T05,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-07T05,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-07T04,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-07T04,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-07T04,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-07T04,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-07T03,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-07T03,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-07T03,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-07T03,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-07T02,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-07T02,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-07T02,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-07T02,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-07T01,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-07T01,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-07T01,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-07T01,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-07T00,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-07T00,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-07T00,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-07T00,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-06T23,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-06T23,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-06T23,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-06T23,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-06T22,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-06T22,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-06T22,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-06T22,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-06T21,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-06T21,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-06T21,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-06T21,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-06T20,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-06T20,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-06T20,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-06T20,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-06T19,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-06T19,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-06T19,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-06T19,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-06T18,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-06T18,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-06T18,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-06T18,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-06T17,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-06T17,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-06T17,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-06T17,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-06T16,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-06T16,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-06T16,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-06T16,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-06T15,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-06T15,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-06T15,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-06T15,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-06T14,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-06T14,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-06T14,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-06T14,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-06T13,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-06T13,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-06T13,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-06T13,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-06T12,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-06T12,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-06T12,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-06T12,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-06T11,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-06T11,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-06T11,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-06T11,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-06T10,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-06T10,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-06T10,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-06T10,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-06T09,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-06T09,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-06T09,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-06T09,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-06T08,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-06T08,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-06T08,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-06T08,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-06T07,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-06T07,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-06T07,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-06T07,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-06T06,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-06T06,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-06T06,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-06T06,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-06T05,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-06T05,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-06T05,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-06T05,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-06T04,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-06T04,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-06T04,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-06T04,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-06T03,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-06T03,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-06T03,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-06T03,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-06T02,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-06T02,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-06T02,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-06T02,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-06T01,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-06T01,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-06T01,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-06T01,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-06T00,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-06T00,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-06T00,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-06T00,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-05T23,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-05T23,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-05T23,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-05T23,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-05T22,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-05T22,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-05T22,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-05T22,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-05T21,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-05T21,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-05T21,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-05T21,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-05T20,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-05T20,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-05T20,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-05T20,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-05T19,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-05T19,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-05T19,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-05T19,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-05T18,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-05T18,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-05T18,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-05T18,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-05T17,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-05T17,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-05T17,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-05T17,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-05T16,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-05T16,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-05T16,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-05T16,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-05T15,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-05T15,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-05T15,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-05T15,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-05T14,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-05T14,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-05T14,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-05T14,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-05T13,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-05T13,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-05T13,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-05T13,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
